+++,++-,+-+,+--,-++,-+-,--+,---,
3,4,5,2,0,0,0,0,0,0,0,
3,4,6,2,0,1,0,0,0,0,0,
3,4,7,1,1,2,0,0,0,0,0,
3,4,8,1,2,2,0,0,0,0,0,
3,4,9,1,2,2,2,0,0,0,0,
3,4,10,1,2,2,3,0,0,0,0,
3,4,11,1,2,2,5,0,0,0,0,
3,4,12,1,2,2,7,0,0,0,0,
3,4,13,1,2,2,9,0,0,0,0,
3,5,6,4,0,2,0,0,0,0,0,
3,5,7,3,2,3,0,0,0,0,0,
3,5,8,2,2,4,2,0,0,0,0,
3,5,9,2,3,4,5,0,0,0,0,
3,5,10,2,4,4,6,0,0,0,0,
3,5,11,2,4,4,10,0,0,0,0,
3,5,12,2,4,4,14,0,0,0,0,
3,5,13,2,4,4,18,0,0,0,0,
3,6,7,5,1,4,2,0,0,0,0,
3,6,8,4,2,5,4,0,0,0,0,
3,6,9,3,6,6,6,0,0,0,0,
3,6,10,3,4,6,11,0,0,0,0,
3,6,11,3,5,6,16,0,0,0,0,
3,6,12,3,6,6,21,0,0,0,0,
3,6,13,3,6,6,27,0,0,0,0,
3,7,8,5,2,4,4,0,2,3,0,
3,7,9,4,3,5,9,0,3,3,1,
3,7,10,3,4,6,11,0,2,3,3,
3,7,11,3,6,6,15,0,2,3,5,
3,7,12,3,4,6,23,0,3,3,6,
3,7,13,3,5,6,28,0,3,3,8,
3,8,9,5,2,4,10,0,5,6,3,
3,8,10,4,4,5,11,0,4,6,6,
3,8,11,3,5,6,16,0,4,6,10,
3,8,12,3,4,6,23,0,6,6,12,
3,8,13,3,6,6,27,0,5,6,17,
3,9,10,5,2,4,13,0,9,12,11,
3,9,11,4,4,5,17,0,9,12,19,
3,9,12,3,6,6,21,0,10,12,26,
3,9,13,3,5,6,28,0,10,12,34,
3,10,11,5,2,4,19,0,13,15,22,
3,10,12,4,4,5,23,0,12,15,33,
3,10,13,3,6,6,27,0,11,15,44,
3,11,12,5,2,4,25,0,18,21,45,
3,11,13,4,4,5,29,0,18,21,59,
3,12,13,5,2,4,31,0,23,27,76,
